颱風編號,測站,日期,觀測時間(hour),風速(m/s),降水量(mm)
201506,466900,2015/5/10,1,0.0,0
201506,466900,2015/5/10,2,1.7,0
201506,466900,2015/5/10,3,3.1,0
201506,466900,2015/5/10,4,2.0,0
201506,466900,2015/5/10,5,1.3,0
201506,466900,2015/5/10,6,0.2,0
201506,466900,2015/5/10,7,4.1,0
201506,466900,2015/5/10,8,3.8,0
201506,466900,2015/5/10,9,3.7,0
201506,466900,2015/5/10,10,1.9,0
201506,466900,2015/5/10,11,4.6,0
201506,466900,2015/5/10,12,3.8,0
201506,466900,2015/5/10,13,3.9,0
201506,466900,2015/5/10,14,3.0,0
201506,466900,2015/5/10,15,2.9,0
201506,466900,2015/5/10,16,1.9,0
201506,466900,2015/5/10,17,0.6,0
201506,466900,2015/5/10,18,0.5,0
201506,466900,2015/5/10,19,0.1,0
201506,466900,2015/5/10,20,1.5,0
201506,466900,2015/5/10,21,1.1,0
201506,466900,2015/5/10,22,0.3,0
201506,466900,2015/5/10,23,0.0,0
201506,466900,2015/5/10,24,0.2,0
201506,466900,2015/5/11,1,0.3,0
201506,466900,2015/5/11,2,0.7,0
201506,466900,2015/5/11,3,0.2,0
201506,466900,2015/5/11,4,0.0,0
201506,466900,2015/5/11,5,1.9,0
201506,466900,2015/5/11,6,1.8,0
201506,466900,2015/5/11,7,0.8,0
201506,466900,2015/5/11,8,1.7,0
201506,466900,2015/5/11,9,1.1,0
201506,466900,2015/5/11,10,2.2,0
201506,466900,2015/5/11,11,1.7,0
201506,466900,2015/5/11,12,1.3,0
201506,466900,2015/5/11,13,1.1,0
201506,466900,2015/5/11,14,1.1,T
201506,466900,2015/5/11,15,2.5,0
201506,466900,2015/5/11,16,1.9,0
201506,466900,2015/5/11,17,0.8,0
201506,466900,2015/5/11,18,2.0,0
201506,466900,2015/5/11,19,0.8,0
201506,466900,2015/5/11,20,1.0,0
201506,466900,2015/5/11,21,0.5,T
201506,466900,2015/5/11,22,0.1,0
201506,466900,2015/5/11,23,1.1,0
201506,466900,2015/5/11,24,2.3,0
201506,466920,2015/5/10,1,3.0,0
201506,466920,2015/5/10,2,4.6,0
201506,466920,2015/5/10,3,3.7,0
201506,466920,2015/5/10,4,4.8,0
201506,466920,2015/5/10,5,4.0,0
201506,466920,2015/5/10,6,4.3,0
201506,466920,2015/5/10,7,4.4,0
201506,466920,2015/5/10,8,5.3,0
201506,466920,2015/5/10,9,4.8,0
201506,466920,2015/5/10,10,4.2,0
201506,466920,2015/5/10,11,5.3,0
201506,466920,2015/5/10,12,5.0,0
201506,466920,2015/5/10,13,5.3,0
201506,466920,2015/5/10,14,4.7,0
201506,466920,2015/5/10,15,5.0,0
201506,466920,2015/5/10,16,3.3,0
201506,466920,2015/5/10,17,4.1,0
201506,466920,2015/5/10,18,2.9,0
201506,466920,2015/5/10,19,2.8,0
201506,466920,2015/5/10,20,2.3,0
201506,466920,2015/5/10,21,1.2,0
201506,466920,2015/5/10,22,1.1,0
201506,466920,2015/5/10,23,0.9,0
201506,466920,2015/5/10,24,0.5,0
201506,466920,2015/5/11,1,0.1,0
201506,466920,2015/5/11,2,1.2,0
201506,466920,2015/5/11,3,0.7,0
201506,466920,2015/5/11,4,0.6,0
201506,466920,2015/5/11,5,0.9,0
201506,466920,2015/5/11,6,0.0,0
201506,466920,2015/5/11,7,1.2,0
201506,466920,2015/5/11,8,1.1,0
201506,466920,2015/5/11,9,0.9,0
201506,466920,2015/5/11,10,0.5,T
201506,466920,2015/5/11,11,0.2,0.1
201506,466920,2015/5/11,12,2.0,0.1
201506,466920,2015/5/11,13,3.0,0.1
201506,466920,2015/5/11,14,2.7,0.2
201506,466920,2015/5/11,15,2.0,T
201506,466920,2015/5/11,16,1.7,0.3
201506,466920,2015/5/11,17,0.6,0.1
201506,466920,2015/5/11,18,0.5,0
201506,466920,2015/5/11,19,0.7,0
201506,466920,2015/5/11,20,0.2,0
201506,466920,2015/5/11,21,0.3,0
201506,466920,2015/5/11,22,0.2,0
201506,466920,2015/5/11,23,0.2,0
201506,466920,2015/5/11,24,2.5,0
201506,466940,2015/5/10,1,0.8,0
201506,466940,2015/5/10,2,2.1,0
201506,466940,2015/5/10,3,1.8,0
201506,466940,2015/5/10,4,0.3,0
201506,466940,2015/5/10,5,0.9,0
201506,466940,2015/5/10,6,3.4,0
201506,466940,2015/5/10,7,5.7,0
201506,466940,2015/5/10,8,2.3,2.3
201506,466940,2015/5/10,9,2.0,3.9
201506,466940,2015/5/10,10,1.6,0.8
201506,466940,2015/5/10,11,2.5,0.9
201506,466940,2015/5/10,12,2.6,1.7
201506,466940,2015/5/10,13,0.4,2.4
201506,466940,2015/5/10,14,2.3,0.1
201506,466940,2015/5/10,15,1.8,0
201506,466940,2015/5/10,16,2.5,0
201506,466940,2015/5/10,17,2.1,0
201506,466940,2015/5/10,18,2.3,0
201506,466940,2015/5/10,19,2.5,0
201506,466940,2015/5/10,20,1.6,0
201506,466940,2015/5/10,21,0.0,0
201506,466940,2015/5/10,22,0.0,0
201506,466940,2015/5/10,23,0.0,0
201506,466940,2015/5/10,24,2.5,0
201506,466940,2015/5/11,1,0.9,0
201506,466940,2015/5/11,2,1.4,0
201506,466940,2015/5/11,3,0.6,0
201506,466940,2015/5/11,4,2.7,0
201506,466940,2015/5/11,5,2.8,0
201506,466940,2015/5/11,6,2.6,0
201506,466940,2015/5/11,7,2.4,0
201506,466940,2015/5/11,8,2.4,0
201506,466940,2015/5/11,9,1.6,0
201506,466940,2015/5/11,10,0.6,0
201506,466940,2015/5/11,11,1.2,0
201506,466940,2015/5/11,12,2.9,0
201506,466940,2015/5/11,13,1.5,0
201506,466940,2015/5/11,14,2.7,T
201506,466940,2015/5/11,15,0.2,T
201506,466940,2015/5/11,16,2.6,0
201506,466940,2015/5/11,17,0.4,0
201506,466940,2015/5/11,18,1.1,0
201506,466940,2015/5/11,19,0.5,0
201506,466940,2015/5/11,20,0.1,0
201506,466940,2015/5/11,21,0.3,0
201506,466940,2015/5/11,22,0.0,0
201506,466940,2015/5/11,23,3.4,0
201506,466940,2015/5/11,24,1.6,0
201506,466990,2015/5/10,1,1.4,0
201506,466990,2015/5/10,2,2.0,0
201506,466990,2015/5/10,3,0.9,0
201506,466990,2015/5/10,4,1.7,0
201506,466990,2015/5/10,5,1.3,0
201506,466990,2015/5/10,6,1.6,0
201506,466990,2015/5/10,7,1.9,0
201506,466990,2015/5/10,8,1.3,0
201506,466990,2015/5/10,9,0.8,0
201506,466990,2015/5/10,10,0.3,0
201506,466990,2015/5/10,11,1.9,0
201506,466990,2015/5/10,12,2.2,0
201506,466990,2015/5/10,13,1.8,0
201506,466990,2015/5/10,14,1.9,0
201506,466990,2015/5/10,15,2.0,0
201506,466990,2015/5/10,16,3.0,0
201506,466990,2015/5/10,17,1.5,0
201506,466990,2015/5/10,18,0.4,0
201506,466990,2015/5/10,19,1.1,0
201506,466990,2015/5/10,20,0.9,0
201506,466990,2015/5/10,21,0.3,0
201506,466990,2015/5/10,22,1.5,0
201506,466990,2015/5/10,23,1.8,0
201506,466990,2015/5/10,24,2.4,0
201506,466990,2015/5/11,1,3.2,0
201506,466990,2015/5/11,2,1.8,0
201506,466990,2015/5/11,3,3.4,0
201506,466990,2015/5/11,4,3.2,0
201506,466990,2015/5/11,5,2.5,0
201506,466990,2015/5/11,6,2.9,0
201506,466990,2015/5/11,7,2.4,0
201506,466990,2015/5/11,8,2.4,0
201506,466990,2015/5/11,9,2.4,T
201506,466990,2015/5/11,10,3.5,1
201506,466990,2015/5/11,11,4.3,5.5
201506,466990,2015/5/11,12,2.0,6.5
201506,466990,2015/5/11,13,1.8,4
201506,466990,2015/5/11,14,2.1,1
201506,466990,2015/5/11,15,1.1,T
201506,466990,2015/5/11,16,1.9,T
201506,466990,2015/5/11,17,4.3,0
201506,466990,2015/5/11,18,3.7,0
201506,466990,2015/5/11,19,3.9,0
201506,466990,2015/5/11,20,4.4,0
201506,466990,2015/5/11,21,2.3,0
201506,466990,2015/5/11,22,5.5,0
201506,466990,2015/5/11,23,7.4,0
201506,466990,2015/5/11,24,6.1,0
201506,467050,2015/5/10,1,2.5,0
201506,467050,2015/5/10,2,4.1,0
201506,467050,2015/5/10,3,3.2,0
201506,467050,2015/5/10,4,4.1,0
201506,467050,2015/5/10,5,5.9,0
201506,467050,2015/5/10,6,6.6,0
201506,467050,2015/5/10,7,6.3,0
201506,467050,2015/5/10,8,8.7,0
201506,467050,2015/5/10,9,8.7,0
201506,467050,2015/5/10,10,8.4,0
201506,467050,2015/5/10,11,8.1,0
201506,467050,2015/5/10,12,7.5,0
201506,467050,2015/5/10,13,8.3,0
201506,467050,2015/5/10,14,6.6,0
201506,467050,2015/5/10,15,7.1,0
201506,467050,2015/5/10,16,6.8,0
201506,467050,2015/5/10,17,7.0,0
201506,467050,2015/5/10,18,4.4,0
201506,467050,2015/5/10,19,6.2,0
201506,467050,2015/5/10,20,3.0,0
201506,467050,2015/5/10,21,3.6,0
201506,467050,2015/5/10,22,2.4,0
201506,467050,2015/5/10,23,1.7,0
201506,467050,2015/5/10,24,0.0,0
201506,467050,2015/5/11,1,2.2,0
201506,467050,2015/5/11,2,0.6,0
201506,467050,2015/5/11,3,0.0,0
201506,467050,2015/5/11,4,1.2,0
201506,467050,2015/5/11,5,0.4,0
201506,467050,2015/5/11,6,2.1,0
201506,467050,2015/5/11,7,3.0,0
201506,467050,2015/5/11,8,4.1,0
201506,467050,2015/5/11,9,2.5,0
201506,467050,2015/5/11,10,1.7,0
201506,467050,2015/5/11,11,1.7,0
201506,467050,2015/5/11,12,2.7,0
201506,467050,2015/5/11,13,1.2,0
201506,467050,2015/5/11,14,2.3,0
201506,467050,2015/5/11,15,2.3,0
201506,467050,2015/5/11,16,1.6,0
201506,467050,2015/5/11,17,2.2,0
201506,467050,2015/5/11,18,0.5,0
201506,467050,2015/5/11,19,2.5,0
201506,467050,2015/5/11,20,2.4,0
201506,467050,2015/5/11,21,2.4,0
201506,467050,2015/5/11,22,1.8,0
201506,467050,2015/5/11,23,6.0,0
201506,467050,2015/5/11,24,7.0,0
201506,467080,2015/5/10,1,0.6,0
201506,467080,2015/5/10,2,0.8,0
201506,467080,2015/5/10,3,0.2,0
201506,467080,2015/5/10,4,1.7,0
201506,467080,2015/5/10,5,1.0,0
201506,467080,2015/5/10,6,1.3,0
201506,467080,2015/5/10,7,0.9,0
201506,467080,2015/5/10,8,0.6,0
201506,467080,2015/5/10,9,0.9,0
201506,467080,2015/5/10,10,0.1,0
201506,467080,2015/5/10,11,3.7,0
201506,467080,2015/5/10,12,4.3,0
201506,467080,2015/5/10,13,3.4,0
201506,467080,2015/5/10,14,3.4,0
201506,467080,2015/5/10,15,4.1,0
201506,467080,2015/5/10,16,3.5,0
201506,467080,2015/5/10,17,3.3,0
201506,467080,2015/5/10,18,1.8,0
201506,467080,2015/5/10,19,2.8,0
201506,467080,2015/5/10,20,2.0,0
201506,467080,2015/5/10,21,2.4,0
201506,467080,2015/5/10,22,0.9,0
201506,467080,2015/5/10,23,0.8,0
201506,467080,2015/5/10,24,0.9,0
201506,467080,2015/5/11,1,2.2,0
201506,467080,2015/5/11,2,1.4,0
201506,467080,2015/5/11,3,2.2,0
201506,467080,2015/5/11,4,0.9,0
201506,467080,2015/5/11,5,0.5,0
201506,467080,2015/5/11,6,2.7,0
201506,467080,2015/5/11,7,1.8,0
201506,467080,2015/5/11,8,2.3,0
201506,467080,2015/5/11,9,0.7,0
201506,467080,2015/5/11,10,2.4,0
201506,467080,2015/5/11,11,2.0,0
201506,467080,2015/5/11,12,2.6,0.7
201506,467080,2015/5/11,13,2.2,0.8
201506,467080,2015/5/11,14,2.7,0.2
201506,467080,2015/5/11,15,2.5,T
201506,467080,2015/5/11,16,1.8,0
201506,467080,2015/5/11,17,0.1,0
201506,467080,2015/5/11,18,0.7,0
201506,467080,2015/5/11,19,0.3,0
201506,467080,2015/5/11,20,0.2,0
201506,467080,2015/5/11,21,1.6,0
201506,467080,2015/5/11,22,2.2,0
201506,467080,2015/5/11,23,2.0,0
201506,467080,2015/5/11,24,7.7,0
201506,467350,2015/5/10,1,1.5,0
201506,467350,2015/5/10,2,1.6,0
201506,467350,2015/5/10,3,1.7,0
201506,467350,2015/5/10,4,1.8,0
201506,467350,2015/5/10,5,3.4,0
201506,467350,2015/5/10,6,3.7,0
201506,467350,2015/5/10,7,5.3,0
201506,467350,2015/5/10,8,5.5,0
201506,467350,2015/5/10,9,6.3,0
201506,467350,2015/5/10,10,6.6,0
201506,467350,2015/5/10,11,6.2,0
201506,467350,2015/5/10,12,6.3,0
201506,467350,2015/5/10,13,5.9,0
201506,467350,2015/5/10,14,5.1,0
201506,467350,2015/5/10,15,5.3,0
201506,467350,2015/5/10,16,4.7,0
201506,467350,2015/5/10,17,5.1,0
201506,467350,2015/5/10,18,6.1,0
201506,467350,2015/5/10,19,5.2,0
201506,467350,2015/5/10,20,5.1,0
201506,467350,2015/5/10,21,4.6,0
201506,467350,2015/5/10,22,5.3,0
201506,467350,2015/5/10,23,4.8,0
201506,467350,2015/5/10,24,4.1,0
201506,467350,2015/5/11,1,4.1,0
201506,467350,2015/5/11,2,4.0,0
201506,467350,2015/5/11,3,4.0,0
201506,467350,2015/5/11,4,4.2,0
201506,467350,2015/5/11,5,3.9,0
201506,467350,2015/5/11,6,4.0,0
201506,467350,2015/5/11,7,4.2,0
201506,467350,2015/5/11,8,4.4,0
201506,467350,2015/5/11,9,3.8,0
201506,467350,2015/5/11,10,3.6,0
201506,467350,2015/5/11,11,3.0,0
201506,467350,2015/5/11,12,3.0,0
201506,467350,2015/5/11,13,2.5,0
201506,467350,2015/5/11,14,2.1,0
201506,467350,2015/5/11,15,2.0,0
201506,467350,2015/5/11,16,1.5,0
201506,467350,2015/5/11,17,1.4,0
201506,467350,2015/5/11,18,1.7,0
201506,467350,2015/5/11,19,1.4,0
201506,467350,2015/5/11,20,1.5,0
201506,467350,2015/5/11,21,2.1,0
201506,467350,2015/5/11,22,3.3,0
201506,467350,2015/5/11,23,1.9,0
201506,467350,2015/5/11,24,1.5,0
201506,467410,2015/5/10,1,3.4,0
201506,467410,2015/5/10,2,2.4,0
201506,467410,2015/5/10,3,2.2,0
201506,467410,2015/5/10,4,1.9,0
201506,467410,2015/5/10,5,1.2,0
201506,467410,2015/5/10,6,1.2,0
201506,467410,2015/5/10,7,1.4,0
201506,467410,2015/5/10,8,2.8,0
201506,467410,2015/5/10,9,2.9,0
201506,467410,2015/5/10,10,4.0,0
201506,467410,2015/5/10,11,4.4,0
201506,467410,2015/5/10,12,4.2,0
201506,467410,2015/5/10,13,3.3,0
201506,467410,2015/5/10,14,3.2,0
201506,467410,2015/5/10,15,5.2,0
201506,467410,2015/5/10,16,5.0,0
201506,467410,2015/5/10,17,4.0,0
201506,467410,2015/5/10,18,4.3,0
201506,467410,2015/5/10,19,3.3,0
201506,467410,2015/5/10,20,2.8,0
201506,467410,2015/5/10,21,4.7,0
201506,467410,2015/5/10,22,5.0,0
201506,467410,2015/5/10,23,4.3,0
201506,467410,2015/5/10,24,2.9,0
201506,467410,2015/5/11,1,3.4,0
201506,467410,2015/5/11,2,3.8,0
201506,467410,2015/5/11,3,2.7,0
201506,467410,2015/5/11,4,3.4,0
201506,467410,2015/5/11,5,3.0,0
201506,467410,2015/5/11,6,3.0,0
201506,467410,2015/5/11,7,2.4,0
201506,467410,2015/5/11,8,4.4,0
201506,467410,2015/5/11,9,4.4,0
201506,467410,2015/5/11,10,5.3,0
201506,467410,2015/5/11,11,4.1,0
201506,467410,2015/5/11,12,4.3,0
201506,467410,2015/5/11,13,3.9,0
201506,467410,2015/5/11,14,6.7,0
201506,467410,2015/5/11,15,5.7,0
201506,467410,2015/5/11,16,6.7,0
201506,467410,2015/5/11,17,4.4,0
201506,467410,2015/5/11,18,3.4,0
201506,467410,2015/5/11,19,2.7,0
201506,467410,2015/5/11,20,2.2,0
201506,467410,2015/5/11,21,1.9,0
201506,467410,2015/5/11,22,0.9,0
201506,467410,2015/5/11,23,0.8,0
201506,467410,2015/5/11,24,1.4,0
201506,467480,2015/5/10,1,2.0,0
201506,467480,2015/5/10,2,1.4,0
201506,467480,2015/5/10,3,0.0,0
201506,467480,2015/5/10,4,0.1,0
201506,467480,2015/5/10,5,1.4,0
201506,467480,2015/5/10,6,0.5,0
201506,467480,2015/5/10,7,2.5,0
201506,467480,2015/5/10,8,1.8,0
201506,467480,2015/5/10,9,2.5,0
201506,467480,2015/5/10,10,2.7,0
201506,467480,2015/5/10,11,2.6,0
201506,467480,2015/5/10,12,2.5,0
201506,467480,2015/5/10,13,2.9,0
201506,467480,2015/5/10,14,3.2,0
201506,467480,2015/5/10,15,2.5,0
201506,467480,2015/5/10,16,3.2,0
201506,467480,2015/5/10,17,2.9,0
201506,467480,2015/5/10,18,2.3,0
201506,467480,2015/5/10,19,2.2,0
201506,467480,2015/5/10,20,1.2,0
201506,467480,2015/5/10,21,2.0,0
201506,467480,2015/5/10,22,0.9,0
201506,467480,2015/5/10,23,1.9,0
201506,467480,2015/5/10,24,1.1,0
201506,467480,2015/5/11,1,1.5,0
201506,467480,2015/5/11,2,0.2,0
201506,467480,2015/5/11,3,1.5,0
201506,467480,2015/5/11,4,0.1,0
201506,467480,2015/5/11,5,1.4,0
201506,467480,2015/5/11,6,0.4,0
201506,467480,2015/5/11,7,2.6,0
201506,467480,2015/5/11,8,3.5,0
201506,467480,2015/5/11,9,2.7,0
201506,467480,2015/5/11,10,2.4,0
201506,467480,2015/5/11,11,2.7,0
201506,467480,2015/5/11,12,3.2,0
201506,467480,2015/5/11,13,2.5,T
201506,467480,2015/5/11,14,3.2,T
201506,467480,2015/5/11,15,3.8,0
201506,467480,2015/5/11,16,2.5,0
201506,467480,2015/5/11,17,2.5,0
201506,467480,2015/5/11,18,1.1,0
201506,467480,2015/5/11,19,0.0,0
201506,467480,2015/5/11,20,1.6,0
201506,467480,2015/5/11,21,2.3,0
201506,467480,2015/5/11,22,2.4,0
201506,467480,2015/5/11,23,1.8,0
201506,467480,2015/5/11,24,1.3,0
201506,467490,2015/5/10,1,0.3,0
201506,467490,2015/5/10,2,0.2,0
201506,467490,2015/5/10,3,0.3,0
201506,467490,2015/5/10,4,0.2,0
201506,467490,2015/5/10,5,1.1,0
201506,467490,2015/5/10,6,1.6,0
201506,467490,2015/5/10,7,1.6,0
201506,467490,2015/5/10,8,1.3,0
201506,467490,2015/5/10,9,1.0,0
201506,467490,2015/5/10,10,2.1,0
201506,467490,2015/5/10,11,1.9,0
201506,467490,2015/5/10,12,2.0,0
201506,467490,2015/5/10,13,1.4,0
201506,467490,2015/5/10,14,1.8,0
201506,467490,2015/5/10,15,2.3,0
201506,467490,2015/5/10,16,2.4,0
201506,467490,2015/5/10,17,2.0,0
201506,467490,2015/5/10,18,2.2,0
201506,467490,2015/5/10,19,2.3,0
201506,467490,2015/5/10,20,2.4,0
201506,467490,2015/5/10,21,1.8,0
201506,467490,2015/5/10,22,2.5,0
201506,467490,2015/5/10,23,0.9,0
201506,467490,2015/5/10,24,0.9,0
201506,467490,2015/5/11,1,0.9,0
201506,467490,2015/5/11,2,2.0,0
201506,467490,2015/5/11,3,0.8,0
201506,467490,2015/5/11,4,0.4,0
201506,467490,2015/5/11,5,0.1,0
201506,467490,2015/5/11,6,1.6,0
201506,467490,2015/5/11,7,2.4,0
201506,467490,2015/5/11,8,1.2,0
201506,467490,2015/5/11,9,1.2,0
201506,467490,2015/5/11,10,0.9,0
201506,467490,2015/5/11,11,1.6,0
201506,467490,2015/5/11,12,1.7,0
201506,467490,2015/5/11,13,1.3,0
201506,467490,2015/5/11,14,1.6,0
201506,467490,2015/5/11,15,1.5,0
201506,467490,2015/5/11,16,1.6,0
201506,467490,2015/5/11,17,2.0,0
201506,467490,2015/5/11,18,0.9,0
201506,467490,2015/5/11,19,1.2,0
201506,467490,2015/5/11,20,1.6,0
201506,467490,2015/5/11,21,1.2,0
201506,467490,2015/5/11,22,2.3,0
201506,467490,2015/5/11,23,2.6,0
201506,467490,2015/5/11,24,1.1,0
201506,467571,2015/5/10,1,1.6,0
201506,467571,2015/5/10,2,1.8,0
201506,467571,2015/5/10,3,1.6,0
201506,467571,2015/5/10,4,1.7,0
201506,467571,2015/5/10,5,1.1,0
201506,467571,2015/5/10,6,1.3,0
201506,467571,2015/5/10,7,1.2,0
201506,467571,2015/5/10,8,2.3,0
201506,467571,2015/5/10,9,2.4,0
201506,467571,2015/5/10,10,3.3,0
201506,467571,2015/5/10,11,2.7,0
201506,467571,2015/5/10,12,2.6,0
201506,467571,2015/5/10,13,3.0,0
201506,467571,2015/5/10,14,2.5,0
201506,467571,2015/5/10,15,2.0,0
201506,467571,2015/5/10,16,2.1,0
201506,467571,2015/5/10,17,1.5,0
201506,467571,2015/5/10,18,2.4,0
201506,467571,2015/5/10,19,2.2,0
201506,467571,2015/5/10,20,1.9,0
201506,467571,2015/5/10,21,2.0,0
201506,467571,2015/5/10,22,1.3,0
201506,467571,2015/5/10,23,0.9,0
201506,467571,2015/5/10,24,0.0,0
201506,467571,2015/5/11,1,0.5,0
201506,467571,2015/5/11,2,0.3,0
201506,467571,2015/5/11,3,1.4,0
201506,467571,2015/5/11,4,1.0,0
201506,467571,2015/5/11,5,0.2,0
201506,467571,2015/5/11,6,0.1,0
201506,467571,2015/5/11,7,0.4,0
201506,467571,2015/5/11,8,0.5,0
201506,467571,2015/5/11,9,0.8,0
201506,467571,2015/5/11,10,0.8,0
201506,467571,2015/5/11,11,1.0,0
201506,467571,2015/5/11,12,1.4,0
201506,467571,2015/5/11,13,1.1,0
201506,467571,2015/5/11,14,0.1,0
201506,467571,2015/5/11,15,0.5,0
201506,467571,2015/5/11,16,1.1,0
201506,467571,2015/5/11,17,2.2,0
201506,467571,2015/5/11,18,1.1,0
201506,467571,2015/5/11,19,1.9,0
201506,467571,2015/5/11,20,0.3,0
201506,467571,2015/5/11,21,0.2,0
201506,467571,2015/5/11,22,0.4,0
201506,467571,2015/5/11,23,1.4,0
201506,467571,2015/5/11,24,3.4,0
201506,467590,2015/5/10,1,0.9,0
201506,467590,2015/5/10,2,0.1,0
201506,467590,2015/5/10,3,1.8,0
201506,467590,2015/5/10,4,1.5,0
201506,467590,2015/5/10,5,2.1,0
201506,467590,2015/5/10,6,3.3,0
201506,467590,2015/5/10,7,3.2,0
201506,467590,2015/5/10,8,3.7,0
201506,467590,2015/5/10,9,4.4,0
201506,467590,2015/5/10,10,4.5,0
201506,467590,2015/5/10,11,3.1,0
201506,467590,2015/5/10,12,4.0,0
201506,467590,2015/5/10,13,4.7,0
201506,467590,2015/5/10,14,3.3,0
201506,467590,2015/5/10,15,4.2,0
201506,467590,2015/5/10,16,4.2,0
201506,467590,2015/5/10,17,3.6,0
201506,467590,2015/5/10,18,3.7,0
201506,467590,2015/5/10,19,3.4,0
201506,467590,2015/5/10,20,3.3,0
201506,467590,2015/5/10,21,3.9,0
201506,467590,2015/5/10,22,4.3,0
201506,467590,2015/5/10,23,4.0,0
201506,467590,2015/5/10,24,3.7,0
201506,467590,2015/5/11,1,6.3,0
201506,467590,2015/5/11,2,7.0,0
201506,467590,2015/5/11,3,5.2,2
201506,467590,2015/5/11,4,4.8,1
201506,467590,2015/5/11,5,5.1,4
201506,467590,2015/5/11,6,4.8,4.5
201506,467590,2015/5/11,7,5.7,1.5
201506,467590,2015/5/11,8,3.5,1
201506,467590,2015/5/11,9,3.8,1.2
201506,467590,2015/5/11,10,3.9,2.4
201506,467590,2015/5/11,11,3.2,9.2
201506,467590,2015/5/11,12,3.2,2.3
201506,467590,2015/5/11,13,3.2,T
201506,467590,2015/5/11,14,3.0,0
201506,467590,2015/5/11,15,2.3,0
201506,467590,2015/5/11,16,3.0,0
201506,467590,2015/5/11,17,2.4,0
201506,467590,2015/5/11,18,3.6,0
201506,467590,2015/5/11,19,3.2,0
201506,467590,2015/5/11,20,2.7,0
201506,467590,2015/5/11,21,2.3,0
201506,467590,2015/5/11,22,1.9,0
201506,467590,2015/5/11,23,2.4,0
201506,467590,2015/5/11,24,2.0,0
201506,467650,2015/5/10,1,0.6,0
201506,467650,2015/5/10,2,0.6,0
201506,467650,2015/5/10,3,1.4,0
201506,467650,2015/5/10,4,1.9,0
201506,467650,2015/5/10,5,0.9,0
201506,467650,2015/5/10,6,1.3,0
201506,467650,2015/5/10,7,0.5,0
201506,467650,2015/5/10,8,1.0,0
201506,467650,2015/5/10,9,1.3,0
201506,467650,2015/5/10,10,1.1,0
201506,467650,2015/5/10,11,2.6,0
201506,467650,2015/5/10,12,2.4,0
201506,467650,2015/5/10,13,1.7,0
201506,467650,2015/5/10,14,3.5,0
201506,467650,2015/5/10,15,2.9,0
201506,467650,2015/5/10,16,0.7,0.5
201506,467650,2015/5/10,17,0.6,0.5
201506,467650,2015/5/10,18,0.3,1
201506,467650,2015/5/10,19,1.4,0
201506,467650,2015/5/10,20,0.1,0
201506,467650,2015/5/10,21,0.7,0
201506,467650,2015/5/10,22,1.2,0
201506,467650,2015/5/10,23,1.5,0
201506,467650,2015/5/10,24,1.6,0
201506,467650,2015/5/11,1,1.9,0
201506,467650,2015/5/11,2,0.5,0
201506,467650,2015/5/11,3,1.3,0
201506,467650,2015/5/11,4,2.0,0
201506,467650,2015/5/11,5,1.9,0
201506,467650,2015/5/11,6,1.2,0
201506,467650,2015/5/11,7,0.9,0
201506,467650,2015/5/11,8,0.7,0
201506,467650,2015/5/11,9,0.5,0
201506,467650,2015/5/11,10,0.9,0
201506,467650,2015/5/11,11,1.6,0
201506,467650,2015/5/11,12,0.4,0
201506,467650,2015/5/11,13,0.8,0
201506,467650,2015/5/11,14,0.9,T
201506,467650,2015/5/11,15,0.8,T
201506,467650,2015/5/11,16,1.9,0
201506,467650,2015/5/11,17,1.1,0
201506,467650,2015/5/11,18,2.1,0
201506,467650,2015/5/11,19,2.0,0
201506,467650,2015/5/11,20,1.9,0
201506,467650,2015/5/11,21,1.9,0
201506,467650,2015/5/11,22,1.6,0
201506,467650,2015/5/11,23,1.4,0
201506,467650,2015/5/11,24,0.4,0
201506,467660,2015/5/10,1,0.8,0.1
201506,467660,2015/5/10,2,0.9,0.9
201506,467660,2015/5/10,3,1.0,0
201506,467660,2015/5/10,4,1.0,0
201506,467660,2015/5/10,5,1.3,0
201506,467660,2015/5/10,6,0.9,0
201506,467660,2015/5/10,7,1.0,0
201506,467660,2015/5/10,8,1.6,0
201506,467660,2015/5/10,9,1.7,0
201506,467660,2015/5/10,10,2.3,0
201506,467660,2015/5/10,11,3.0,0
201506,467660,2015/5/10,12,2.4,0
201506,467660,2015/5/10,13,2.6,0
201506,467660,2015/5/10,14,2.0,0
201506,467660,2015/5/10,15,2.3,0
201506,467660,2015/5/10,16,1.7,0
201506,467660,2015/5/10,17,2.0,0
201506,467660,2015/5/10,18,1.8,0
201506,467660,2015/5/10,19,1.5,0
201506,467660,2015/5/10,20,1.2,0
201506,467660,2015/5/10,21,0.6,0
201506,467660,2015/5/10,22,1.3,0
201506,467660,2015/5/10,23,1.4,0
201506,467660,2015/5/10,24,1.2,0
201506,467660,2015/5/11,1,0.9,0
201506,467660,2015/5/11,2,1.8,0
201506,467660,2015/5/11,3,1.3,0
201506,467660,2015/5/11,4,1.2,0
201506,467660,2015/5/11,5,1.6,T
201506,467660,2015/5/11,6,3.1,6.5
201506,467660,2015/5/11,7,0.9,5.5
201506,467660,2015/5/11,8,1.3,1.5
201506,467660,2015/5/11,9,0.6,1.5
201506,467660,2015/5/11,10,2.0,5.5
201506,467660,2015/5/11,11,2.8,3
201506,467660,2015/5/11,12,3.5,1
201506,467660,2015/5/11,13,2.5,0.5
