颱風編號,測站,日期,觀測時間(hour),風速(m/s),降水量(mm)
201521,467480,2015/9/28,20,5.9,3
201521,467480,2015/9/28,21,10.3,17.5
201521,467480,2015/9/28,22,4.0,4.3
201521,467480,2015/9/28,23,5.7,4.1
201521,467480,2015/9/28,24,14.4,3.5
201521,467480,2015/9/29,1,9.3,15.8
201521,467480,2015/9/29,2,8.3,39.7
201521,467480,2015/9/29,3,7.4,57.3
201521,467480,2015/9/29,4,7.3,34.2
201521,467480,2015/9/29,5,7.0,28.6
201521,467480,2015/9/29,6,6.6,16.9
201521,467480,2015/9/29,7,4.8,10.2
201521,467480,2015/9/29,8,4.6,8.5
201521,467480,2015/9/29,9,4.6,3.2
201521,467480,2015/9/29,10,4.8,T
201521,467480,2015/9/29,11,5.0,T
201521,467480,2015/9/29,12,4.8,0
201521,467480,2015/9/29,13,5.0,T
201521,467480,2015/9/29,14,3.6,T
201521,467480,2015/9/29,15,5.2,0
201521,467480,2015/9/29,16,4.0,0
201521,467480,2015/9/29,17,3.8,0
201521,467480,2015/9/29,18,2.4,0
201521,467480,2015/9/29,19,2.5,0
201521,467480,2015/9/29,20,2.0,0
201521,467480,2015/9/29,21,1.5,0
201521,467480,2015/9/29,22,1.2,T
201521,467480,2015/9/29,23,0.2,T
201521,467480,2015/9/29,24,1.1,0
201521,467490,2015/9/28,1,1.7,0
201521,467490,2015/9/28,2,2.2,0
201521,467490,2015/9/28,3,3.0,0
201521,467490,2015/9/28,4,1.6,0
201521,467490,2015/9/28,5,2.4,0
201521,467490,2015/9/28,6,3.2,0
201521,467490,2015/9/28,7,1.5,0
201521,467490,2015/9/28,8,2.9,0
201521,467490,2015/9/28,9,2.6,1.5
201521,467490,2015/9/28,10,1.1,5.6
201521,467490,2015/9/28,11,1.0,3.8
201521,467490,2015/9/28,12,5.1,3.3
201521,467490,2015/9/28,13,4.6,1
201521,467490,2015/9/28,14,5.5,0.2
201521,467490,2015/9/28,15,5.9,0.1
201521,467490,2015/9/28,16,6.8,0.8
201521,467490,2015/9/28,17,7.2,1
201521,467490,2015/9/28,18,9.7,0.5
201521,467490,2015/9/28,19,9.7,T
201521,467490,2015/9/28,20,5.1,1
201521,467490,2015/9/28,21,4.4,0.5
201521,467490,2015/9/28,22,2.5,1
201521,467490,2015/9/28,23,1.1,1.5
201521,467490,2015/9/28,24,1.5,10
201521,467490,2015/9/29,1,6.2,15
201521,467490,2015/9/29,2,7.9,1.5
201521,467490,2015/9/29,3,6.6,1
201521,467490,2015/9/29,4,8.5,4.5
201521,467490,2015/9/29,5,8.0,10
201521,467490,2015/9/29,6,6.5,11.5
201521,467490,2015/9/29,7,4.3,6
201521,467490,2015/9/29,8,4.0,2.5
201521,467490,2015/9/29,9,1.9,2
201521,467490,2015/9/29,10,0.7,1
201521,467490,2015/9/29,11,1.0,0.1
201521,467490,2015/9/29,12,1.7,0
201521,467490,2015/9/29,13,2.0,0
201521,467490,2015/9/29,14,1.5,0
201521,467490,2015/9/29,15,2.0,0
201521,467490,2015/9/29,16,1.3,0
201521,467490,2015/9/29,17,1.5,0
201521,467490,2015/9/29,18,1.2,0
201521,467490,2015/9/29,19,0.6,0
201521,467490,2015/9/29,20,0.4,0
201521,467490,2015/9/29,21,0.6,0
201521,467490,2015/9/29,22,0.3,0
201521,467490,2015/9/29,23,0.0,0
201521,467490,2015/9/29,24,0.2,0
201521,467571,2015/9/28,1,4.7,3.5
201521,467571,2015/9/28,2,4.0,1.5
201521,467571,2015/9/28,3,5.1,0.5
201521,467571,2015/9/28,4,4.6,1
201521,467571,2015/9/28,5,4.3,4.5
201521,467571,2015/9/28,6,4.4,10
201521,467571,2015/9/28,7,5.1,1.5
201521,467571,2015/9/28,8,5.8,3.5
201521,467571,2015/9/28,9,5.3,0.5
201521,467571,2015/9/28,10,4.8,1.5
201521,467571,2015/9/28,11,5.8,3.5
201521,467571,2015/9/28,12,6.0,1
201521,467571,2015/9/28,13,6.5,5
201521,467571,2015/9/28,14,6.0,1
201521,467571,2015/9/28,15,8.0,0.5
201521,467571,2015/9/28,16,8.3,4
201521,467571,2015/9/28,17,9.9,10.5
201521,467571,2015/9/28,18,10.9,8.5
201521,467571,2015/9/28,19,11.8,13
201521,467571,2015/9/28,20,10.7,3
201521,467571,2015/9/28,21,8.4,T
201521,467571,2015/9/28,22,7.6,T
201521,467571,2015/9/28,23,4.3,T
201521,467571,2015/9/28,24,4.2,0.5
201521,467571,2015/9/29,1,2.6,T
201521,467571,2015/9/29,2,0.4,1
201521,467571,2015/9/29,3,1.9,1
201521,467571,2015/9/29,4,0.3,T
201521,467571,2015/9/29,5,0.6,0.5
201521,467571,2015/9/29,6,0.5,T
201521,467571,2015/9/29,7,0.6,T
201521,467571,2015/9/29,8,2.2,T
201521,467571,2015/9/29,9,0.5,T
201521,467571,2015/9/29,10,0.2,0.5
201521,467571,2015/9/29,11,0.8,T
201521,467571,2015/9/29,12,0.7,0
201521,467571,2015/9/29,13,0.0,0
201521,467571,2015/9/29,14,0.9,0
201521,467571,2015/9/29,15,1.6,0
201521,467571,2015/9/29,16,1.2,0
201521,467571,2015/9/29,17,0.8,0
201521,467571,2015/9/29,18,0.0,0
201521,467571,2015/9/29,19,0.9,0
201521,467571,2015/9/29,20,1.5,0
201521,467571,2015/9/29,21,1.3,0
201521,467571,2015/9/29,22,0.2,0
201521,467571,2015/9/29,23,0.5,0
201521,467571,2015/9/29,24,0.1,0
201521,467590,2015/9/28,1,0.8,0
201521,467590,2015/9/28,2,1.8,0
201521,467590,2015/9/28,3,1.9,0
201521,467590,2015/9/28,4,1.1,0
201521,467590,2015/9/28,5,0.8,0
201521,467590,2015/9/28,6,1.0,0
201521,467590,2015/9/28,7,3.7,0
201521,467590,2015/9/28,8,2.3,0
201521,467590,2015/9/28,9,3.7,0
201521,467590,2015/9/28,10,3.9,0
201521,467590,2015/9/28,11,4.2,0
201521,467590,2015/9/28,12,4.0,0
201521,467590,2015/9/28,13,4.3,0
201521,467590,2015/9/28,14,4.5,0
201521,467590,2015/9/28,15,6.1,0
201521,467590,2015/9/28,16,8.4,0
201521,467590,2015/9/28,17,8.4,0
201521,467590,2015/9/28,18,9.7,0
201521,467590,2015/9/28,19,10.6,0.5
201521,467590,2015/9/28,20,9.5,3
201521,467590,2015/9/28,21,7.8,1
201521,467590,2015/9/28,22,6.9,0
201521,467590,2015/9/28,23,7.3,0
201521,467590,2015/9/28,24,6.9,0
201521,467590,2015/9/29,1,6.1,0
201521,467590,2015/9/29,2,5.3,0
201521,467590,2015/9/29,3,5.7,0
201521,467590,2015/9/29,4,4.5,0
201521,467590,2015/9/29,5,3.6,0
201521,467590,2015/9/29,6,2.7,0
201521,467590,2015/9/29,7,2.7,0
201521,467590,2015/9/29,8,2.4,0
201521,467590,2015/9/29,9,2.0,0
201521,467590,2015/9/29,10,4.5,0
201521,467590,2015/9/29,11,2.6,0
201521,467590,2015/9/29,12,3.6,0
201521,467590,2015/9/29,13,3.8,0
201521,467590,2015/9/29,14,3.3,0
201521,467590,2015/9/29,15,3.3,0
201521,467590,2015/9/29,16,2.1,0
201521,467590,2015/9/29,17,1.4,0
201521,467590,2015/9/29,18,1.9,0
201521,467590,2015/9/29,19,1.5,0
201521,467590,2015/9/29,20,2.2,0
201521,467590,2015/9/29,21,2.8,0
201521,467590,2015/9/29,22,2.6,2
201521,467590,2015/9/29,23,3.1,0
201521,467590,2015/9/29,24,4.1,0
201521,467650,2015/9/28,1,0.4,0
201521,467650,2015/9/28,2,0.6,0
201521,467650,2015/9/28,3,0.6,0
201521,467650,2015/9/28,4,0.6,0
201521,467650,2015/9/28,5,0.6,T
201521,467650,2015/9/28,6,1.3,0
201521,467650,2015/9/28,7,1.3,0
201521,467650,2015/9/28,8,1.5,0
201521,467650,2015/9/28,9,1.7,T
201521,467650,2015/9/28,10,1.2,T
201521,467650,2015/9/28,11,2.4,T
201521,467650,2015/9/28,12,2.6,0
201521,467650,2015/9/28,13,3.4,2
201521,467650,2015/9/28,14,2.4,2.5
201521,467650,2015/9/28,15,4.6,3.5
201521,467650,2015/9/28,16,6.5,3
201521,467650,2015/9/28,17,7.0,1
201521,467650,2015/9/28,18,10.4,0.5
201521,467650,2015/9/28,19,9.3,1.5
201521,467650,2015/9/28,20,3.2,27
201521,467650,2015/9/28,21,3.1,18
201521,467650,2015/9/28,22,1.9,12
201521,467650,2015/9/28,23,2.8,24.5
201521,467650,2015/9/28,24,2.5,33.5
201521,467650,2015/9/29,1,5.1,2.5
201521,467650,2015/9/29,2,3.8,0.5
201521,467650,2015/9/29,3,1.9,0.5
201521,467650,2015/9/29,4,2.4,4.5
201521,467650,2015/9/29,5,1.9,8
201521,467650,2015/9/29,6,1.7,5.5
201521,467650,2015/9/29,7,1.7,2
201521,467650,2015/9/29,8,1.1,0.5
201521,467650,2015/9/29,9,2.3,0.5
201521,467650,2015/9/29,10,1.5,0
201521,467650,2015/9/29,11,1.4,0
201521,467650,2015/9/29,12,1.0,0
201521,467650,2015/9/29,13,2.0,0
201521,467650,2015/9/29,14,0.9,0
201521,467650,2015/9/29,15,1.4,0
201521,467650,2015/9/29,16,0.9,0
201521,467650,2015/9/29,17,1.1,0
201521,467650,2015/9/29,18,1.7,0
201521,467650,2015/9/29,19,1.9,0
201521,467650,2015/9/29,20,1.3,0
201521,467650,2015/9/29,21,0.8,0
201521,467650,2015/9/29,22,0.6,0
201521,467650,2015/9/29,23,1.3,0
201521,467650,2015/9/29,24,1.7,0
201521,467660,2015/9/28,1,0.5,0
201521,467660,2015/9/28,2,1.4,0
201521,467660,2015/9/28,3,0.8,0
201521,467660,2015/9/28,4,1.1,0
201521,467660,2015/9/28,5,1.0,0
201521,467660,2015/9/28,6,1.5,0
201521,467660,2015/9/28,7,1.1,0
201521,467660,2015/9/28,8,1.3,0
201521,467660,2015/9/28,9,0.8,0
201521,467660,2015/9/28,10,1.9,0.1
201521,467660,2015/9/28,11,0.3,0
201521,467660,2015/9/28,12,1.4,0
201521,467660,2015/9/28,13,0.7,0
201521,467660,2015/9/28,14,1.1,T
201521,467660,2015/9/28,15,1.1,0
201521,467660,2015/9/28,16,0.6,T
201521,467660,2015/9/28,17,2.6,0.4
201521,467660,2015/9/28,18,3.4,0
201521,467660,2015/9/28,19,4.0,0
201521,467660,2015/9/28,20,4.8,0.2
201521,467660,2015/9/28,21,4.5,0.5
201521,467660,2015/9/28,22,3.5,0.1
201521,467660,2015/9/28,23,5.9,0
201521,467660,2015/9/28,24,7.9,0.3
201521,467660,2015/9/29,1,7.5,0
201521,467660,2015/9/29,2,5.6,T
201521,467660,2015/9/29,3,4.6,2.5
201521,467660,2015/9/29,4,7.3,0.5
201521,467660,2015/9/29,5,7.9,0
201521,467660,2015/9/29,6,5.5,0
201521,467660,2015/9/29,7,4.3,0
201521,467660,2015/9/29,8,4.4,0
201521,467660,2015/9/29,9,2.8,0
201521,467660,2015/9/29,10,2.0,0
201521,467660,2015/9/29,11,2.6,0
201521,467660,2015/9/29,12,2.6,0
201521,467660,2015/9/29,13,2.4,0
201521,467660,2015/9/29,14,1.4,0
201521,467660,2015/9/29,15,2.0,0
201521,467660,2015/9/29,16,1.2,0
201521,467660,2015/9/29,17,1.4,0
201521,467660,2015/9/29,18,1.2,0
201521,467660,2015/9/29,19,0.3,0
201521,467660,2015/9/29,20,0.7,0
201521,467660,2015/9/29,21,0.3,0
201521,467660,2015/9/29,22,0.8,0
201521,467660,2015/9/29,23,0.7,0
201521,467660,2015/9/29,24,0.8,0
201601,466900,2016/7/7,1,2.2,0
201601,466900,2016/7/7,2,0.9,0
201601,466900,2016/7/7,3,1,0
201601,466900,2016/7/7,4,1.6,0
201601,466900,2016/7/7,5,0,0
201601,466900,2016/7/7,6,0.9,0
201601,466900,2016/7/7,7,0.9,0
201601,466900,2016/7/7,8,0.8,0
201601,466900,2016/7/7,9,1.8,0
201601,466900,2016/7/7,10,2.3,0
201601,466900,2016/7/7,11,1.9,0
201601,466900,2016/7/7,12,2.2,0
201601,466900,2016/7/7,13,1.9,0
201601,466900,2016/7/7,14,2,0
201601,466900,2016/7/7,15,1,0
201601,466900,2016/7/7,16,1,0
201601,466900,2016/7/7,17,1.1,0
201601,466900,2016/7/7,18,1.8,T
201601,466900,2016/7/7,19,1.3,T
201601,466900,2016/7/7,20,1.1,0.5
201601,466900,2016/7/7,21,0.7,1
201601,466900,2016/7/7,22,1.5,T
201601,466900,2016/7/7,23,1,1
201601,466900,2016/7/7,24,1.5,T
201601,466900,2016/7/8,1,1.4,T
201601,466900,2016/7/8,2,1.8,T
201601,466900,2016/7/8,3,1.1,1.5
201601,466900,2016/7/8,4,2.7,1.5
201601,466900,2016/7/8,5,1.6,0.5
201601,466900,2016/7/8,6,2.4,0.5
201601,466900,2016/7/8,7,2.4,0
201601,466900,2016/7/8,8,1.9,0.5
201601,466900,2016/7/8,9,2.3,0
201601,466900,2016/7/8,10,2.4,T
201601,466900,2016/7/8,11,4.1,0
201601,466900,2016/7/8,12,5.6,0
201601,466900,2016/7/8,13,3.3,0
201601,466900,2016/7/8,14,3,0
201601,466900,2016/7/8,15,3.3,0
201601,466900,2016/7/8,16,4.2,8
201601,466900,2016/7/8,17,3.7,9.5
201601,466900,2016/7/8,18,2.9,T
201601,466900,2016/7/8,19,2.8,0
201601,466900,2016/7/8,20,1.8,0
201601,466900,2016/7/8,21,3.5,0.5
201601,466900,2016/7/8,22,3.3,0.5
201601,466900,2016/7/8,23,4.4,2
201601,466900,2016/7/8,24,4.7,0.5
201601,466920,2016/7/7,1,1.5,0
201601,466920,2016/7/7,2,3.3,0
201601,466920,2016/7/7,3,3,0
201601,466920,2016/7/7,4,3.7,0
201601,466920,2016/7/7,5,3.8,0
201601,466920,2016/7/7,6,3.3,0
201601,466920,2016/7/7,7,2.9,0
201601,466920,2016/7/7,8,2.9,0
201601,466920,2016/7/7,9,3.7,0
201601,466920,2016/7/7,10,5.7,0
201601,466920,2016/7/7,11,4.6,0
201601,466920,2016/7/7,12,4.6,0
201601,466920,2016/7/7,13,3.6,T
201601,466920,2016/7/7,14,2.7,4
201601,466920,2016/7/7,15,4.6,0
201601,466920,2016/7/7,16,2.6,0
201601,466920,2016/7/7,17,5.6,0
201601,466920,2016/7/7,18,4.6,0
201601,466920,2016/7/7,19,4.5,0
201601,466920,2016/7/7,20,5.7,0.8
201601,466920,2016/7/7,21,3.1,0.8
201601,466920,2016/7/7,22,4.1,6.6
201601,466920,2016/7/7,23,4.8,2.4
201601,466920,2016/7/7,24,2.2,T
201601,466920,2016/7/8,1,2.6,1.5
201601,466920,2016/7/8,2,2.7,0
201601,466920,2016/7/8,3,4.7,0.2
201601,466920,2016/7/8,4,5,0.1
201601,466920,2016/7/8,5,6.3,T
201601,466920,2016/7/8,6,5.2,T
201601,466920,2016/7/8,7,5.2,0
201601,466920,2016/7/8,8,5.1,1.2
201601,466920,2016/7/8,9,5.7,0.2
201601,466920,2016/7/8,10,6.4,T
201601,466920,2016/7/8,11,7.4,0.4
201601,466920,2016/7/8,12,7.3,T
201601,466920,2016/7/8,13,7.4,0
201601,466920,2016/7/8,14,6.7,T
201601,466920,2016/7/8,15,4.9,6
201601,466920,2016/7/8,16,5.4,2.9
201601,466920,2016/7/8,17,6.3,0.3
201601,466920,2016/7/8,18,5.7,T
201601,466920,2016/7/8,19,5.5,0.4
201601,466920,2016/7/8,20,4.9,T
201601,466920,2016/7/8,21,6.2,0
201601,466920,2016/7/8,22,6.3,0
201601,466920,2016/7/8,23,5.8,0.1
201601,466920,2016/7/8,24,6.7,0.1
201601,466940,2016/7/7,1,3.1,0
201601,466940,2016/7/7,2,2.9,0
201601,466940,2016/7/7,3,2,0
201601,466940,2016/7/7,4,2.2,0
201601,466940,2016/7/7,5,1.8,0
201601,466940,2016/7/7,6,1.8,0
201601,466940,2016/7/7,7,2.8,0
201601,466940,2016/7/7,8,3.2,0
201601,466940,2016/7/7,9,4.9,0
201601,466940,2016/7/7,10,5.3,0
201601,466940,2016/7/7,11,5.2,0
201601,466940,2016/7/7,12,6.4,0
201601,466940,2016/7/7,13,4,0
201601,466940,2016/7/7,14,4.5,0.1
201601,466940,2016/7/7,15,4.1,0
201601,466940,2016/7/7,16,4.1,0
201601,466940,2016/7/7,17,4.5,0
201601,466940,2016/7/7,18,3.8,0
201601,466940,2016/7/7,19,5.3,0.7
201601,466940,2016/7/7,20,5.4,4.3
201601,466940,2016/7/7,21,5.1,0.5
201601,466940,2016/7/7,22,5.4,1.3
201601,466940,2016/7/7,23,4.5,0.6
201601,466940,2016/7/7,24,5.1,0.4
201601,466940,2016/7/8,1,5.3,1.5
201601,466940,2016/7/8,2,5.6,0.5
201601,466940,2016/7/8,3,4.9,3
201601,466940,2016/7/8,4,4.1,1
201601,466940,2016/7/8,5,3.4,1
201601,466940,2016/7/8,6,2.9,2
201601,466940,2016/7/8,7,6,T
201601,466940,2016/7/8,8,5.5,4
201601,466940,2016/7/8,9,5.4,T
201601,466940,2016/7/8,10,5.3,1
201601,466940,2016/7/8,11,6.2,0.5
201601,466940,2016/7/8,12,4.8,2
201601,466940,2016/7/8,13,5.2,3.5
201601,466940,2016/7/8,14,6.5,T
201601,466940,2016/7/8,15,6,T
201601,466940,2016/7/8,16,6.8,3.5
201601,466940,2016/7/8,17,3.5,8
201601,466940,2016/7/8,18,7.1,2.5
201601,466940,2016/7/8,19,5.8,1
201601,466940,2016/7/8,20,5.6,1
201601,466940,2016/7/8,21,4.1,0
201601,466940,2016/7/8,22,6.1,0
201601,466940,2016/7/8,23,5.6,0
201601,466940,2016/7/8,24,4.2,0
201601,466990,2016/7/7,1,1.1,0
201601,466990,2016/7/7,2,1.6,0
201601,466990,2016/7/7,3,0.5,0
201601,466990,2016/7/7,4,2.1,0
201601,466990,2016/7/7,5,0.3,0
201601,466990,2016/7/7,6,1.8,0
201601,466990,2016/7/7,7,2.6,0
201601,466990,2016/7/7,8,4.6,0
201601,466990,2016/7/7,9,6.1,0
201601,466990,2016/7/7,10,5.8,0
201601,466990,2016/7/7,11,4,0
201601,466990,2016/7/7,12,6,0
201601,466990,2016/7/7,13,5.6,0
201601,466990,2016/7/7,14,5.3,0
201601,466990,2016/7/7,15,4.2,0
201601,466990,2016/7/7,16,3.2,0
201601,466990,2016/7/7,17,4.1,0
201601,466990,2016/7/7,18,5.5,0.5
201601,466990,2016/7/7,19,5.3,0
201601,466990,2016/7/7,20,6,0
201601,466990,2016/7/7,21,5.1,0
201601,466990,2016/7/7,22,5.6,0
201601,466990,2016/7/7,23,5,T
201601,466990,2016/7/7,24,5.7,0.5
201601,466990,2016/7/8,1,6.8,1.5
201601,466990,2016/7/8,2,4.5,17
201601,466990,2016/7/8,3,6.8,13
201601,466990,2016/7/8,4,5.2,9.5
201601,466990,2016/7/8,5,5.1,9
201601,466990,2016/7/8,6,4.8,14.5
201601,466990,2016/7/8,7,8.4,25
201601,466990,2016/7/8,8,2.5,11.5
201601,466990,2016/7/8,9,0.6,3.5
201601,466990,2016/7/8,10,6.6,6
201601,466990,2016/7/8,11,9.1,4
201601,466990,2016/7/8,12,1.7,4.5
201601,466990,2016/7/8,13,1.7,4.5
201601,466990,2016/7/8,14,2.5,1.5
201601,466990,2016/7/8,15,2.8,1.5
201601,466990,2016/7/8,16,6.4,9.5
201601,466990,2016/7/8,17,6.9,1
201601,466990,2016/7/8,18,8,T
201601,466990,2016/7/8,19,8.6,3
201601,466990,2016/7/8,20,9.2,2.5
201601,466990,2016/7/8,21,9.5,2
201601,466990,2016/7/8,22,6.2,8
201601,466990,2016/7/8,23,7.1,17.5
201601,466990,2016/7/8,24,5.9,30
201601,467050,2016/7/7,1,5.4,0
201601,467050,2016/7/7,2,6.2,0
201601,467050,2016/7/7,3,5.9,0
201601,467050,2016/7/7,4,6.5,0
201601,467050,2016/7/7,5,5.8,0
201601,467050,2016/7/7,6,6.6,0
201601,467050,2016/7/7,7,7.8,0
201601,467050,2016/7/7,8,6.2,0
201601,467050,2016/7/7,9,6,0
201601,467050,2016/7/7,10,8.6,0
201601,467050,2016/7/7,11,8,0
201601,467050,2016/7/7,12,9.9,0
201601,467050,2016/7/7,13,9.2,0
201601,467050,2016/7/7,14,10.2,0
201601,467050,2016/7/7,15,7.7,0
201601,467050,2016/7/7,16,9.6,0
201601,467050,2016/7/7,17,8.9,0
201601,467050,2016/7/7,18,7.9,0
201601,467050,2016/7/7,19,9,0
201601,467050,2016/7/7,20,8.2,0
201601,467050,2016/7/7,21,8.8,0
201601,467050,2016/7/7,22,7,0
201601,467050,2016/7/7,23,7,1.5
201601,467050,2016/7/7,24,9.9,0
201601,467050,2016/7/8,1,10.4,0
201601,467050,2016/7/8,2,8.8,0
201601,467050,2016/7/8,3,10.4,0
201601,467050,2016/7/8,4,11.2,0
201601,467050,2016/7/8,5,13.7,0
201601,467050,2016/7/8,6,12.9,0
201601,467050,2016/7/8,7,12.5,0
201601,467050,2016/7/8,8,11.8,0
201601,467050,2016/7/8,9,13.9,0
201601,467050,2016/7/8,10,12.2,0
201601,467050,2016/7/8,11,12.2,0
201601,467050,2016/7/8,12,11.2,0
201601,467050,2016/7/8,13,12.2,0
201601,467050,2016/7/8,14,11.7,1.5
201601,467050,2016/7/8,15,11.7,T
201601,467050,2016/7/8,16,11.2,1
201601,467050,2016/7/8,17,10.2,0.5
201601,467050,2016/7/8,18,9.5,0
201601,467050,2016/7/8,19,9.8,0.5
201601,467050,2016/7/8,20,9.4,T
201601,467050,2016/7/8,21,10,0.5
201601,467050,2016/7/8,22,9.7,1
201601,467050,2016/7/8,23,8.6,0
201601,467050,2016/7/8,24,4.8,0
201601,467080,2016/7/7,1,0.2,0
201601,467080,2016/7/7,2,2.2,0
201601,467080,2016/7/7,3,1.9,0
201601,467080,2016/7/7,4,1.8,T
201601,467080,2016/7/7,5,3.1,0.5
201601,467080,2016/7/7,6,1.4,0.5
201601,467080,2016/7/7,7,1.6,T
201601,467080,2016/7/7,8,1.7,1
201601,467080,2016/7/7,9,3.3,0
201601,467080,2016/7/7,10,1.1,0
201601,467080,2016/7/7,11,5.3,0
201601,467080,2016/7/7,12,6.1,0
201601,467080,2016/7/7,13,5.8,0
201601,467080,2016/7/7,14,5.1,0
201601,467080,2016/7/7,15,4.1,T
201601,467080,2016/7/7,16,4.1,T
201601,467080,2016/7/7,17,4.5,0
201601,467080,2016/7/7,18,3,0
201601,467080,2016/7/7,19,4.5,0
201601,467080,2016/7/7,20,3,T
201601,467080,2016/7/7,21,4.5,0.5
201601,467080,2016/7/7,22,4.5,0.5
201601,467080,2016/7/7,23,3.6,4.5
201601,467080,2016/7/7,24,4.3,0.5
201601,467080,2016/7/8,1,4.4,0
201601,467080,2016/7/8,2,3.3,0.7
201601,467080,2016/7/8,3,4.2,0.6
201601,467080,2016/7/8,4,2.5,19.5
201601,467080,2016/7/8,5,3,0.4
201601,467080,2016/7/8,6,3.8,0.2
201601,467080,2016/7/8,7,3.4,1
201601,467080,2016/7/8,8,3.5,2.8
201601,467080,2016/7/8,9,6.3,4.4
201601,467080,2016/7/8,10,5.6,4.2
201601,467080,2016/7/8,11,6.6,T
201601,467080,2016/7/8,12,5.9,0
201601,467080,2016/7/8,13,8.9,0.8
201601,467080,2016/7/8,14,4.6,15.4
201601,467080,2016/7/8,15,6.5,4.6
201601,467080,2016/7/8,16,5.3,0
201601,467080,2016/7/8,17,4.7,0.8
201601,467080,2016/7/8,18,5.5,1
201601,467080,2016/7/8,19,4.7,0
201601,467080,2016/7/8,20,6,T
201601,467080,2016/7/8,21,6.4,0.4
201601,467080,2016/7/8,22,7.5,0.1
201601,467080,2016/7/8,23,4.7,2.8
201601,467080,2016/7/8,24,5.2,0.1
201601,467350,2016/7/7,1,0.2,0
201601,467350,2016/7/7,2,1.4,0
201601,467350,2016/7/7,3,1.4,0
201601,467350,2016/7/7,4,1.1,0
201601,467350,2016/7/7,5,1,0
201601,467350,2016/7/7,6,1.6,0
201601,467350,2016/7/7,7,1.6,0
201601,467350,2016/7/7,8,3,0
201601,467350,2016/7/7,9,4.3,0
201601,467350,2016/7/7,10,4.8,0
201601,467350,2016/7/7,11,5,0
201601,467350,2016/7/7,12,5.8,0
201601,467350,2016/7/7,13,6.2,0
201601,467350,2016/7/7,14,7.1,0
201601,467350,2016/7/7,15,7,0
201601,467350,2016/7/7,16,7.3,0
201601,467350,2016/7/7,17,7.7,0
201601,467350,2016/7/7,18,7.6,0
201601,467350,2016/7/7,19,8.5,0
201601,467350,2016/7/7,20,9,0
201601,467350,2016/7/7,21,7.6,0
201601,467350,2016/7/7,22,8.7,0
201601,467350,2016/7/7,23,8.2,0
201601,467350,2016/7/7,24,9.5,0
201601,467350,2016/7/8,1,8.3,0
201601,467350,2016/7/8,2,7.3,0
201601,467350,2016/7/8,3,9.7,0
201601,467350,2016/7/8,4,10.2,0
201601,467350,2016/7/8,5,10.3,0
201601,467350,2016/7/8,6,10.6,0
201601,467350,2016/7/8,7,10.3,0
201601,467350,2016/7/8,8,11.1,T
201601,467350,2016/7/8,9,10.9,0.6
201601,467350,2016/7/8,10,11.9,0.2
201601,467350,2016/7/8,11,10.9,0.2
201601,467350,2016/7/8,12,11.9,1.2
201601,467350,2016/7/8,13,9.8,1.6
201601,467350,2016/7/8,14,6.9,4.4
201601,467350,2016/7/8,15,7.8,7
201601,467350,2016/7/8,16,7.7,11.6
201601,467350,2016/7/8,17,5.1,20
201601,467350,2016/7/8,18,4.8,10.2
201601,467350,2016/7/8,19,4.2,1.4
201601,467350,2016/7/8,20,4.8,2.9
201601,467350,2016/7/8,21,4.7,0.4
201601,467350,2016/7/8,22,3.9,8.9
201601,467350,2016/7/8,23,4.4,7.6
201601,467350,2016/7/8,24,5.3,4
201601,467410,2016/7/7,1,1.3,0
201601,467410,2016/7/7,2,1.7,0
201601,467410,2016/7/7,3,2.2,0
201601,467410,2016/7/7,4,1.8,0
201601,467410,2016/7/7,5,2.5,0
201601,467410,2016/7/7,6,0.7,0
201601,467410,2016/7/7,7,1.8,0
201601,467410,2016/7/7,8,1.3,0
201601,467410,2016/7/7,9,0.8,0
201601,467410,2016/7/7,10,1.6,0
201601,467410,2016/7/7,11,3,0
201601,467410,2016/7/7,12,3.9,0
201601,467410,2016/7/7,13,3.2,0
201601,467410,2016/7/7,14,3.8,0
201601,467410,2016/7/7,15,5.7,0
201601,467410,2016/7/7,16,5.1,0
201601,467410,2016/7/7,17,3.9,0
201601,467410,2016/7/7,18,3.8,0
201601,467410,2016/7/7,19,3.4,0
201601,467410,2016/7/7,20,4.9,0
201601,467410,2016/7/7,21,2.9,0
201601,467410,2016/7/7,22,3.7,0
201601,467410,2016/7/7,23,3.3,0
201601,467410,2016/7/7,24,3.1,0
201601,467410,2016/7/8,1,3.2,0
201601,467410,2016/7/8,2,3.6,0
201601,467410,2016/7/8,3,5.4,0
201601,467410,2016/7/8,4,4.1,0
201601,467410,2016/7/8,5,7.7,0.5
201601,467410,2016/7/8,6,9.9,1
201601,467410,2016/7/8,7,12.3,0.5
201601,467410,2016/7/8,8,12.8,0.5
201601,467410,2016/7/8,9,11.4,T
201601,467410,2016/7/8,10,10.5,2
201601,467410,2016/7/8,11,7.2,10.5
201601,467410,2016/7/8,12,10,45
201601,467410,2016/7/8,13,10.4,61
201601,467410,2016/7/8,14,6.8,17
201601,467410,2016/7/8,15,5.8,3.5
201601,467410,2016/7/8,16,8.4,0.5
201601,467410,2016/7/8,17,7.5,2
201601,467410,2016/7/8,18,6.8,1
201601,467410,2016/7/8,19,6.2,3.5
201601,467410,2016/7/8,20,7.9,1.5
201601,467410,2016/7/8,21,6.7,2
201601,467410,2016/7/8,22,5.1,0.5
201601,467410,2016/7/8,23,6.8,1
