颱風編號,颱風名稱,測站,測站類型,累積結束時間,累積雨量
201506,紅霞(NOUL),466880板橋,cwahr,2015/5/11 16:00,1
201506,紅霞(NOUL),466910鞍部,cwahr,2015/5/10 09:00,0.1
201506,紅霞(NOUL),466910鞍部,cwahr,2015/5/11 14:00,0.2
201506,紅霞(NOUL),466910鞍部,cwahr,2015/5/11 15:00,0.1
201506,紅霞(NOUL),466910鞍部,cwahr,2015/5/11 16:00,0.1
201506,紅霞(NOUL),466920臺北,cwahr,2015/5/11 11:00,0.1
201506,紅霞(NOUL),466920臺北,cwahr,2015/5/11 12:00,0.1
201506,紅霞(NOUL),466920臺北,cwahr,2015/5/11 13:00,0.1
201506,紅霞(NOUL),466920臺北,cwahr,2015/5/11 14:00,0.2
201506,紅霞(NOUL),466920臺北,cwahr,2015/5/11 16:00,0.3
201506,紅霞(NOUL),466920臺北,cwahr,2015/5/11 17:00,0.1
201506,紅霞(NOUL),466930竹子湖,cwahr,2015/5/11 11:00,0.1
201506,紅霞(NOUL),466930竹子湖,cwahr,2015/5/11 13:00,0.2
201506,紅霞(NOUL),466930竹子湖,cwahr,2015/5/11 14:00,0.2
201506,紅霞(NOUL),466930竹子湖,cwahr,2015/5/11 15:00,0.4
201506,紅霞(NOUL),466930竹子湖,cwahr,2015/5/11 16:00,0.2
201506,紅霞(NOUL),466930竹子湖,cwahr,2015/5/11 17:00,0.1
201506,紅霞(NOUL),466940基隆,cwahr,2015/5/10 08:00,2.3
201506,紅霞(NOUL),466940基隆,cwahr,2015/5/10 09:00,3.9
201506,紅霞(NOUL),466940基隆,cwahr,2015/5/10 10:00,0.8
201506,紅霞(NOUL),466940基隆,cwahr,2015/5/10 11:00,0.9
201506,紅霞(NOUL),466940基隆,cwahr,2015/5/10 12:00,1.7
201506,紅霞(NOUL),466940基隆,cwahr,2015/5/10 13:00,2.4
201506,紅霞(NOUL),466940基隆,cwahr,2015/5/10 14:00,0.1
201506,紅霞(NOUL),466950彭佳嶼,cwahr,2015/5/10 08:00,0.1
201506,紅霞(NOUL),466950彭佳嶼,cwahr,2015/5/10 15:00,0.3
201506,紅霞(NOUL),466950彭佳嶼,cwahr,2015/5/10 23:00,0.1
201506,紅霞(NOUL),466950彭佳嶼,cwahr,2015/5/11 14:00,0.2
201506,紅霞(NOUL),466950彭佳嶼,cwahr,2015/5/11 15:00,0.1
201506,紅霞(NOUL),466990花蓮,cwahr,2015/5/11 10:00,1
201506,紅霞(NOUL),466990花蓮,cwahr,2015/5/11 11:00,5.5
201506,紅霞(NOUL),466990花蓮,cwahr,2015/5/11 12:00,6.5
201506,紅霞(NOUL),466990花蓮,cwahr,2015/5/11 13:00,4
201506,紅霞(NOUL),466990花蓮,cwahr,2015/5/11 14:00,1
201506,紅霞(NOUL),467060蘇澳,cwahr,2015/5/10 23:59,0.4
201506,紅霞(NOUL),467060蘇澳,cwahr,2015/5/11 12:00,0.3
201506,紅霞(NOUL),467060蘇澳,cwahr,2015/5/11 13:00,2
201506,紅霞(NOUL),467060蘇澳,cwahr,2015/5/11 14:00,3
201506,紅霞(NOUL),467060蘇澳,cwahr,2015/5/11 16:00,0.2
201506,紅霞(NOUL),467080宜蘭,cwahr,2015/5/11 12:00,0.7
201506,紅霞(NOUL),467080宜蘭,cwahr,2015/5/11 13:00,0.8
201506,紅霞(NOUL),467080宜蘭,cwahr,2015/5/11 14:00,0.2
201506,紅霞(NOUL),467530阿里山,cwahr,2015/5/10 16:00,7
201506,紅霞(NOUL),467530阿里山,cwahr,2015/5/10 17:00,0.5
201506,紅霞(NOUL),467530阿里山,cwahr,2015/5/11 13:00,0.5
201506,紅霞(NOUL),467530阿里山,cwahr,2015/5/11 14:00,0.5
201506,紅霞(NOUL),467540大武,cwahr,2015/5/11 06:00,4
201506,紅霞(NOUL),467540大武,cwahr,2015/5/11 07:00,2
201506,紅霞(NOUL),467540大武,cwahr,2015/5/11 08:00,1
201506,紅霞(NOUL),467540大武,cwahr,2015/5/11 09:00,2.5
201506,紅霞(NOUL),467540大武,cwahr,2015/5/11 10:00,1
201506,紅霞(NOUL),467540大武,cwahr,2015/5/11 11:00,5.5
201506,紅霞(NOUL),467540大武,cwahr,2015/5/11 12:00,5
201506,紅霞(NOUL),467540大武,cwahr,2015/5/11 14:00,0.5
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/10 14:00,2.8
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/10 15:00,5.9
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/10 16:00,0.9
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/11 11:00,0.7
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/11 12:00,2
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/11 13:00,1.8
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/11 14:00,0.4
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/11 15:00,1.5
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/11 16:00,3.5
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/11 17:00,1.7
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/11 18:00,0.1
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/11 19:00,0.4
201506,紅霞(NOUL),467550玉山,cwahr,2015/5/11 20:00,0.2
201506,紅霞(NOUL),467590恆春,cwahr,2015/5/11 03:00,2
201506,紅霞(NOUL),467590恆春,cwahr,2015/5/11 04:00,1
201506,紅霞(NOUL),467590恆春,cwahr,2015/5/11 05:00,4
201506,紅霞(NOUL),467590恆春,cwahr,2015/5/11 06:00,4.5
201506,紅霞(NOUL),467590恆春,cwahr,2015/5/11 07:00,1.5
201506,紅霞(NOUL),467590恆春,cwahr,2015/5/11 08:00,1
201506,紅霞(NOUL),467590恆春,cwahr,2015/5/11 09:00,1.2
201506,紅霞(NOUL),467590恆春,cwahr,2015/5/11 10:00,2.4
201506,紅霞(NOUL),467590恆春,cwahr,2015/5/11 11:00,9.2
201506,紅霞(NOUL),467590恆春,cwahr,2015/5/11 12:00,2.3
201506,紅霞(NOUL),467610成功,cwahr,2015/5/11 06:00,5
201506,紅霞(NOUL),467610成功,cwahr,2015/5/11 07:00,0.4
201506,紅霞(NOUL),467610成功,cwahr,2015/5/11 08:00,7.5
201506,紅霞(NOUL),467610成功,cwahr,2015/5/11 09:00,11.2
201506,紅霞(NOUL),467610成功,cwahr,2015/5/11 10:00,9
201506,紅霞(NOUL),467610成功,cwahr,2015/5/11 11:00,8.8
201506,紅霞(NOUL),467610成功,cwahr,2015/5/11 12:00,1.6
201506,紅霞(NOUL),467610成功,cwahr,2015/5/11 13:00,2.7
201506,紅霞(NOUL),467610成功,cwahr,2015/5/11 14:00,2.6
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/10 16:00,0.5
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/10 23:59,0.5
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 01:00,1.5
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 02:00,3
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 03:00,3.5
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 04:00,1
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 05:00,1
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 07:00,1
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 08:00,5.5
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 09:00,1
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 10:00,0.5
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 11:00,0.5
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 12:00,2.5
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 14:00,12
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 15:00,2
201506,紅霞(NOUL),467620蘭嶼,cwahr,2015/5/11 16:00,1.5
201506,紅霞(NOUL),467650日月潭,cwahr,2015/5/10 16:00,0.5
201506,紅霞(NOUL),467650日月潭,cwahr,2015/5/10 17:00,0.5
201506,紅霞(NOUL),467650日月潭,cwahr,2015/5/10 18:00,1
201506,紅霞(NOUL),467660臺東,cwahr,2015/5/11 06:00,6.5
201506,紅霞(NOUL),467660臺東,cwahr,2015/5/11 07:00,5.5
201506,紅霞(NOUL),467660臺東,cwahr,2015/5/11 08:00,1.5
201506,紅霞(NOUL),467660臺東,cwahr,2015/5/11 09:00,1.5
201506,紅霞(NOUL),467660臺東,cwahr,2015/5/11 10:00,5.5
201506,紅霞(NOUL),467660臺東,cwahr,2015/5/11 11:00,3
201506,紅霞(NOUL),467660臺東,cwahr,2015/5/11 12:00,1
201506,紅霞(NOUL),467660臺東,cwahr,2015/5/11 13:00,0.5
201506,紅霞(NOUL),467660臺東,cwahr,2015/5/11 14:00,1.5
201515,天鵝(GONI),466880板橋,cwahr,2015/8/22 22:00,0.5
201515,天鵝(GONI),466880板橋,cwahr,2015/8/23 01:00,2
201515,天鵝(GONI),466880板橋,cwahr,2015/8/23 05:00,1
201515,天鵝(GONI),466880板橋,cwahr,2015/8/23 09:00,5
201515,天鵝(GONI),466880板橋,cwahr,2015/8/23 12:00,1
201515,天鵝(GONI),466880板橋,cwahr,2015/8/23 13:00,0.5
201515,天鵝(GONI),466880板橋,cwahr,2015/8/23 15:00,0.5
201515,天鵝(GONI),466880板橋,cwahr,2015/8/23 16:00,2.5
201515,天鵝(GONI),466880板橋,cwahr,2015/8/23 17:00,4
201515,天鵝(GONI),466880板橋,cwahr,2015/8/23 18:00,1.5
201515,天鵝(GONI),466880板橋,cwahr,2015/8/23 20:00,1
201515,天鵝(GONI),466900淡水,cwahr,2015/8/22 18:00,2
201515,天鵝(GONI),466900淡水,cwahr,2015/8/22 19:00,0.5
201515,天鵝(GONI),466900淡水,cwahr,2015/8/22 23:00,0.5
201515,天鵝(GONI),466900淡水,cwahr,2015/8/23 01:00,1.5
201515,天鵝(GONI),466900淡水,cwahr,2015/8/23 09:00,0.5
201515,天鵝(GONI),466900淡水,cwahr,2015/8/23 12:00,8
201515,天鵝(GONI),466900淡水,cwahr,2015/8/23 13:00,2
201515,天鵝(GONI),466900淡水,cwahr,2015/8/23 14:00,0.5
201515,天鵝(GONI),466900淡水,cwahr,2015/8/23 16:00,1.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/20 22:00,0.1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/20 23:00,0.1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/21 14:00,2
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/21 17:00,0.2
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/21 18:00,0.9
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/21 23:59,0.1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 04:00,2.4
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 05:00,0.1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 07:00,0.1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 08:00,0.4
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 12:00,1.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 13:00,0.3
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 14:00,6.1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 16:00,1.7
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 17:00,1.2
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 18:00,7.1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 19:00,0.1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 20:00,0.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 21:00,2.1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 22:00,0.1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 23:00,0.2
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/22 23:59,0.9
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 01:00,4.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 02:00,2
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 03:00,0.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 04:00,1
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 09:00,4
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 10:00,1.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 11:00,0.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 12:00,8
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 13:00,1.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 14:00,0.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 15:00,4.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 16:00,8.5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 17:00,5
201515,天鵝(GONI),466910鞍部,cwahr,2015/8/23 18:00,1
201515,天鵝(GONI),466920臺北,cwahr,2015/8/21 14:00,1
201515,天鵝(GONI),466920臺北,cwahr,2015/8/21 16:00,0.4
201515,天鵝(GONI),466920臺北,cwahr,2015/8/21 17:00,0.5
201515,天鵝(GONI),466920臺北,cwahr,2015/8/22 04:00,1
201515,天鵝(GONI),466920臺北,cwahr,2015/8/22 18:00,1
201515,天鵝(GONI),466920臺北,cwahr,2015/8/22 20:00,0.5
201515,天鵝(GONI),466920臺北,cwahr,2015/8/22 21:00,0.5
201515,天鵝(GONI),466920臺北,cwahr,2015/8/22 22:00,0.5
201515,天鵝(GONI),466920臺北,cwahr,2015/8/22 23:59,0.5
201515,天鵝(GONI),466920臺北,cwahr,2015/8/23 01:00,4
201515,天鵝(GONI),466920臺北,cwahr,2015/8/23 03:00,2
201515,天鵝(GONI),466920臺北,cwahr,2015/8/23 04:00,1
201515,天鵝(GONI),466920臺北,cwahr,2015/8/23 05:00,0.5
201515,天鵝(GONI),466920臺北,cwahr,2015/8/23 06:00,1.5
201515,天鵝(GONI),466920臺北,cwahr,2015/8/23 09:00,7
201515,天鵝(GONI),466920臺北,cwahr,2015/8/23 12:00,1
201515,天鵝(GONI),466920臺北,cwahr,2015/8/23 16:00,2
201515,天鵝(GONI),466920臺北,cwahr,2015/8/23 17:00,1
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/20 23:00,0.3
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/21 17:00,1.3
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/21 18:00,0.4
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 12:00,0.2
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 13:00,1
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 14:00,3.8
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 16:00,0.7
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 17:00,1.3
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 18:00,5.8
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 19:00,0.5
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 20:00,0.1
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 21:00,0.7
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 22:00,1.7
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 23:00,0.6
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/22 23:59,0.2
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 01:00,6.6
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 02:00,1.3
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 03:00,1.2
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 04:00,0.3
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 05:00,0.3
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 08:00,0.5
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 09:00,3.5
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 10:00,0.9
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 11:00,0.6
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 12:00,6.4
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 13:00,1.9
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 14:00,1.1
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 15:00,1
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 16:00,4
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 17:00,4.5
201515,天鵝(GONI),466930竹子湖,cwahr,2015/8/23 18:00,1
201515,天鵝(GONI),466940基隆,cwahr,2015/8/21 05:00,0.3
201515,天鵝(GONI),466940基隆,cwahr,2015/8/21 07:00,0.3
201515,天鵝(GONI),466940基隆,cwahr,2015/8/21 12:00,0.3
201515,天鵝(GONI),466940基隆,cwahr,2015/8/21 13:00,5
201515,天鵝(GONI),466940基隆,cwahr,2015/8/21 14:00,0.1
201515,天鵝(GONI),466940基隆,cwahr,2015/8/21 18:00,1.5
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 03:00,0.1
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 04:00,0.4
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 05:00,0.1
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 06:00,0.2
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 07:00,2.7
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 08:00,0.1
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 11:00,0.7
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 14:00,3.6
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 15:00,0.3
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 16:00,0.4
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 18:00,4.7
201515,天鵝(GONI),466940基隆,cwahr,2015/8/22 23:59,4
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 01:00,1.3
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 02:00,1.8
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 09:00,3.2
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 10:00,0.1
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 11:00,0.5
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 12:00,8.8
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 15:00,1.1
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 16:00,0.2
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 17:00,0.3
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 18:00,2
201515,天鵝(GONI),466940基隆,cwahr,2015/8/23 19:00,1.9
201515,天鵝(GONI),466950彭佳嶼,cwahr,2015/8/22 14:00,0.2
201515,天鵝(GONI),466950彭佳嶼,cwahr,2015/8/22 18:00,0.3
201515,天鵝(GONI),466950彭佳嶼,cwahr,2015/8/23 01:00,2.5
201515,天鵝(GONI),466950彭佳嶼,cwahr,2015/8/23 04:00,0.5
201515,天鵝(GONI),466950彭佳嶼,cwahr,2015/8/23 09:00,2
201515,天鵝(GONI),466950彭佳嶼,cwahr,2015/8/23 10:00,5
201515,天鵝(GONI),466950彭佳嶼,cwahr,2015/8/23 17:00,0.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/21 02:00,1
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/21 16:00,5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/21 22:00,0.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/21 23:00,19.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 01:00,1
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 02:00,6
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 03:00,8.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 06:00,0.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 08:00,11.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 09:00,16
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 10:00,1.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 11:00,2.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 12:00,4
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 13:00,1
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 14:00,2
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 15:00,23.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 16:00,30.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 17:00,24.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 18:00,0.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 20:00,6.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 21:00,0.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 22:00,3
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 23:00,12
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/22 23:59,27.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 02:00,1.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 03:00,1
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 04:00,12.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 05:00,2
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 06:00,1
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 08:00,1
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 09:00,0.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 12:00,1
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 13:00,0.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 18:00,0.5
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 19:00,2
201515,天鵝(GONI),466990花蓮,cwahr,2015/8/23 20:00,0.5
201515,天鵝(GONI),467050新屋,cwahr,2015/8/23 10:00,1
201515,天鵝(GONI),467050新屋,cwahr,2015/8/23 13:00,1.5
201515,天鵝(GONI),467050新屋,cwahr,2015/8/23 14:00,5
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/21 10:00,0.4
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/21 13:00,0.4
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/21 15:00,6.6
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/21 16:00,1.6
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/21 18:00,22.5
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/21 19:00,2.7
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/21 22:00,2.3
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 01:00,1.6
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 02:00,0.9
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 03:00,3.9
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 06:00,6.5
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 10:00,6.4
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 11:00,6.6
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 12:00,4.5
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 13:00,4
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 15:00,2.2
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 16:00,3.7
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 17:00,2.4
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 18:00,0.9
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 20:00,4.8
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 21:00,1
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 22:00,2.7
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 23:00,0.8
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/22 23:59,4
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 01:00,1.7
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 02:00,0.2
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 03:00,0.3
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 04:00,4.7
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 07:00,3.6
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 08:00,0.9
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 09:00,2.1
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 10:00,6.5
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 11:00,3.9
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 12:00,2.5
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 13:00,0.1
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 14:00,0.2
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 15:00,0.1
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 16:00,0.9
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 17:00,0.3
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 18:00,0.2
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 19:00,0.9
201515,天鵝(GONI),467060蘇澳,cwahr,2015/8/23 20:00,0.2
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/21 14:00,1.5
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/21 15:00,9
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/21 16:00,0.5
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/21 17:00,1
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/21 18:00,1.5
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/21 19:00,0.5
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/21 20:00,8
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/21 21:00,3.5
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/21 23:00,9
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 07:00,3.6
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 09:00,1.2
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 10:00,0.1
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 11:00,6.7
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 12:00,2.2
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 13:00,2.9
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 16:00,0.9
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 17:00,4
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 18:00,1.5
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 21:00,12
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 22:00,2.4
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/22 23:59,4.5
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/23 01:00,2
201515,天鵝(GONI),467080宜蘭,cwahr,2015/8/23 02:00,0.5
