颱風編號,颱風名稱,測站,測站類型,累積結束時間,累積雨量
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 02:00,2
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 03:00,3
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 04:00,0.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 05:00,0.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 06:00,5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 07:00,3.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 08:00,1.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 09:00,2
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 10:00,0.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 11:00,4
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 12:00,6
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 13:00,3.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 14:00,23.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 15:00,1.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 17:00,2
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 18:00,0.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/3 20:00,2.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 03:00,2.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 05:00,2
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 06:00,1
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 07:00,1.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 08:00,3
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 09:00,2.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 10:00,0.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 11:00,2.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 12:00,1
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 13:00,0.5
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 14:00,17
202211,軒嵐諾(HINNAMNOR),466900淡水,cwahr,2022/9/4 15:00,0.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 09:00,18.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 10:00,10.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 11:00,12
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 12:00,5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 13:00,3.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 14:00,8
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 15:00,15
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 16:00,9.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 17:00,16.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 18:00,19.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 19:00,11
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 20:00,7.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 21:00,9
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 22:00,4.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 23:00,4
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/2 23:59,4
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 01:00,3.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 02:00,0.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 03:00,2
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 05:00,4.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 06:00,0.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 07:00,2
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 08:00,0.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 11:00,7.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 12:00,24.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 13:00,0.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 14:00,0.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 16:00,2.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 17:00,5.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 18:00,4
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 19:00,6.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 20:00,3
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 22:00,0.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 23:00,0.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/3 23:59,1.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 01:00,6
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 02:00,9
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 03:00,0.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 04:00,9
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 05:00,7.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 06:00,15.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 07:00,18.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 08:00,20
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 09:00,19.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 10:00,15
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 11:00,19.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 12:00,8
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 13:00,13.5
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 14:00,24
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 15:00,12
202211,軒嵐諾(HINNAMNOR),466910鞍部,cwahr,2022/9/4 16:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 09:00,1
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 12:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 13:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 14:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 15:00,3
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 16:00,1
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 17:00,5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 18:00,2
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 19:00,3.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 20:00,2.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 21:00,3.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/2 23:00,1
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 02:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 03:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 04:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 05:00,1.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 06:00,2.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 08:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 09:00,1
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 10:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 11:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 12:00,5.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 13:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 14:00,1
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 15:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 16:00,2
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 17:00,1.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 18:00,2
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 19:00,9
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 20:00,2.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 21:00,1
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 22:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 23:00,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/3 23:59,0.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 01:00,1
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 02:00,1
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 03:00,1
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 04:00,2
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 05:00,2.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 06:00,1.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 07:00,3.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 08:00,7
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 09:00,4
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 10:00,5.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 11:00,1.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 12:00,2.5
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 13:00,1
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 14:00,2
202211,軒嵐諾(HINNAMNOR),466920臺北,cwahr,2022/9/4 15:00,1
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 09:00,4.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 10:00,3.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 11:00,5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 12:00,2
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 13:00,3.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 14:00,3
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 15:00,7.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 16:00,5.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 17:00,3
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 18:00,11.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 19:00,7.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 20:00,6.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 21:00,2
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 23:00,0.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/2 23:59,1
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 01:00,4.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 03:00,1.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 05:00,1.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 06:00,0.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 07:00,0.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 10:00,0.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 11:00,8.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 12:00,7.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 13:00,3.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 15:00,1.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 16:00,3
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 17:00,4
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 18:00,7
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 19:00,2
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 20:00,3
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 21:00,4.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 22:00,0.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 23:00,7.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/3 23:59,4
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 01:00,19
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 02:00,14.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 03:00,1.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 04:00,17.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 05:00,11.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 06:00,24.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 07:00,24
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 08:00,28.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 09:00,28.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 10:00,17
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 11:00,18.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 12:00,11.5
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 13:00,14
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 14:00,21
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 15:00,11
202211,軒嵐諾(HINNAMNOR),466930竹子湖,cwahr,2022/9/4 16:00,1
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/2 09:00,1
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/2 10:00,0.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/2 11:00,0.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/2 12:00,4.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/2 13:00,0.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/2 15:00,3.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/2 16:00,5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/2 19:00,0.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/2 23:00,1
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/2 23:59,0.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/3 10:00,0.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/3 11:00,7.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/3 12:00,3.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/3 13:00,8
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/3 17:00,1.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/3 18:00,7.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/3 19:00,1.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/3 22:00,6
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/3 23:00,11.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/3 23:59,8
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 01:00,21
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 02:00,2.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 03:00,6
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 04:00,3.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 05:00,3
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 06:00,5.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 07:00,7
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 08:00,6.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 09:00,14.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 10:00,6.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 11:00,0.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 12:00,2
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 13:00,4.5
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 14:00,3
202211,軒嵐諾(HINNAMNOR),466940基隆,cwahr,2022/9/4 15:00,2
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/2 09:00,1
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/2 10:00,0.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/2 14:00,1.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/2 15:00,2
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/2 16:00,1
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/2 17:00,1
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/2 18:00,1.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/2 19:00,0.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/2 20:00,1
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/3 10:00,9.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/3 12:00,0.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/3 13:00,1
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/3 17:00,5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/3 20:00,0.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/3 22:00,2
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/3 23:59,0.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 01:00,1.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 02:00,1
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 03:00,15
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 04:00,1
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 05:00,3.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 06:00,7.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 07:00,1.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 08:00,3
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 09:00,2
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 10:00,2.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 11:00,2.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 12:00,5.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 13:00,6.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 14:00,4.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 15:00,0.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 16:00,0.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 17:00,2
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 18:00,0.5
202211,軒嵐諾(HINNAMNOR),466950彭佳嶼,cwahr,2022/9/4 19:00,0.5
202211,軒嵐諾(HINNAMNOR),466990花蓮,cwahr,2022/9/2 09:00,0.5
202211,軒嵐諾(HINNAMNOR),466990花蓮,cwahr,2022/9/3 20:00,0.5
202211,軒嵐諾(HINNAMNOR),466990花蓮,cwahr,2022/9/4 02:00,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/2 20:00,1.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/2 22:00,1.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/2 23:00,2.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/2 23:59,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 01:00,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 02:00,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 04:00,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 05:00,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 06:00,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 08:00,4.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 10:00,1
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 12:00,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 13:00,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 16:00,2.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/3 20:00,1.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/4 02:00,1
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/4 05:00,1
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/4 08:00,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/4 10:00,2.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/4 11:00,4
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/4 12:00,0.5
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/4 14:00,1
202211,軒嵐諾(HINNAMNOR),467050新屋,cwahr,2022/9/4 15:00,0.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/2 09:00,7.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/2 10:00,1.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/2 11:00,1.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/2 20:00,0.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/2 21:00,1
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/2 22:00,1.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/2 23:00,4
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/2 23:59,6.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 02:00,2
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 03:00,1
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 04:00,18.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 05:00,15
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 06:00,1
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 08:00,2
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 09:00,11
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 10:00,7
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 13:00,2.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 18:00,1.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 19:00,4.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 20:00,0.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 22:00,0.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 23:00,6
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/3 23:59,2
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/4 01:00,9
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/4 02:00,6.5
202211,軒嵐諾(HINNAMNOR),467060蘇澳,cwahr,2022/9/4 03:00,1
